release_id,cog_eap,lan_eap,soc_eap,emo_eap,body_eap
R210731418,-1.706709,-2.344324,-.724737,-.647618,-2.051891
R211880443,-1.393293,-2.247849,-1.269703,-.862066,-1.93113
R212202969,-1.947393,-2.296104,-1.907579,-.130491,-2.073504
R212954427,-.956132,-.622623,-.187518,-.661528,-.801362
R213060681,-.729117,-1.720742,-.228727,-.594946,-1.964244
R213671824,-1.255793,-2.112162,-.500395,-.849181,-1.901299
R213879091,-.246258,-1.44859,.252725,.247603,-1.34929
R214356110,-1.621218,-2.372595,-1.589248,-.92543,-1.570687
R214418803,-2.463345,-2.810362,-.927974,-1.005695,-1.868456
R214789657,.318163,.81678,.567377,1.029547,-1.155746
R215898566,-1.776819,-3.334548,-1.207704,-1.700047,-2.843352
R216872636,-.223236,-.039617,.128341,-.653906,-.968282
R216893469,-1.570965,-1.890563,.324061,.644509,-1.454646
R217301445,-.932418,-1.721342,-.399416,-.267598,-2.50851
R217576975,-1.434378,-1.704704,-.463789,-.589731,-1.405092
R217769267,-1.244372,-1.22475,-.970596,-.379192,-2.244849
R218350210,-.088784,-.273054,-.201872,.215793,-.75658
R218732275,-1.446213,-2.520227,-2.01264,-1.03296,-2.370467
R218957717,-1.393958,-1.858167,-.923311,-.436036,-1.317481
R219456981,-1.169486,-1.058625,-.755311,-.161768,-.58162
R219773666,-.367308,-.869226,-.153904,.761336,-1.116711
R220960638,-1.281739,-2.108068,-.44358,-.099476,-1.710788
R220983500,-2.362673,-3.88204,-2.025872,-1.717368,-3.052506
R221404116,-1.236073,-.008961,.850157,.853037,-.669999
R221683211,-1.690514,-2.036332,-1.314646,-1.400408,-2.285087
R222044336,-1.178663,-1.721084,-1.423556,-.496332,-.568728
R222148701,-.880079,-1.781307,-.764363,-.282688,-2.086272
R222185972,-1.157211,-1.273758,.349784,.335236,-1.544291
R222211752,-.803452,-1.055713,-.382598,.567113,-1.813213
R223333204,-1.364847,-2.351308,-.94209,-.267207,-1.896617
R224009271,-1.995887,-3.439184,-2.747,-2.271739,-1.821302
R224026778,-1.582606,-2.474004,-1.360109,-1.235377,-2.254325
R224080187,-1.948036,-2.428984,-1.004146,-.767027,-1.90501
R224559669,-1.457394,-1.998846,-.53766,.460786,-1.548685
R224921881,-1.075151,-1.608303,-.85784,-.322871,-1.917721
R225395016,-.592871,-.831076,.320575,.204026,-1.396513
R225452438,-.309831,-.301528,-.205826,.300127,-.952161
R225562398,-1.949048,-3.122207,-1.415324,-.9848,-2.504762
R225572747,-1.191353,-1.646401,-.702034,-.37813,-1.408738
R226195382,-1.127275,-1.763725,-1.192857,-1.002252,-1.775249
R227491641,-.701632,-1.127151,-.741682,-.6332,-1.76286
R227671239,-1.100818,-1.54052,-.927248,-.232643,-1.711982
R227987859,-2.331415,-2.039724,-1.537273,.258075,-1.927908
R228407718,-1.971522,-1.949977,-1.260245,.413694,-1.773313
R229986239,-1.544216,-3.100271,-1.362139,.234846,-2.123785
R230329709,-1.83623,-2.7315,-1.687364,-1.496662,-2.252177
R231123732,-.419762,-.870528,-.626651,.172945,-1.012219
R231558446,-1.342412,-2.509471,-.674959,-.590631,-1.921725
R231657636,-.809139,-1.244644,.274078,-.131568,-1.45882
R231781342,-.426685,.086966,.965918,.746392,-.689297
R231829888,-.805332,-1.648229,-.476662,-.281876,-1.8791
R231847174,-.80328,-1.080362,.348501,.507606,-.469501
R232131133,-1.103319,-1.655402,-1.437265,-.5411,-1.549347
R232373526,-1.04957,-1.512736,-.926965,-.791432,-1.982433
R232641588,-1.519994,-2.094247,-.946296,-.799739,-1.456634
R232872714,-.468648,-1.001019,.481326,.420382,-.610771
R232933460,-.486541,-1.449987,-.701427,.359354,-1.94263
R233095613,-1.21099,-1.590261,-.613054,-.212443,-1.91849
R233823607,-.291878,-.683673,.747218,.892329,-1.041849
R233984502,-1.661042,-2.210947,-1.6978,-.827833,-2.424446
R234718399,-.162501,.353596,-.249505,.129281,-1.648611
R235060666,-.782917,-1.400344,-.074911,.393892,-.763988
R235481926,-.729348,-.820786,.46651,.402307,-.599154
R235744361,-1.734691,-3.345372,-1.734134,-1.685755,-2.720948
R236088527,-.327005,-.387226,-.617461,-.268703,-.98494
R236161540,-.75683,-1.41756,-.334395,-.444556,-1.504565
R236436196,-.844226,-2.191491,-.359195,-.338008,-1.622754
R237269543,-1.932028,-1.405821,-.409216,-.189533,-2.026294
R237352927,-1.319002,-1.65657,-.839631,-.620426,-1.989973
R237458853,-.842838,-.829023,-1.027587,.028221,-2.130977
R237474745,-.908152,-1.36986,-.737878,.488986,-2.279577
R237902020,-1.16697,-.712525,.714307,.370161,-1.164082
R238991194,-1.311668,-2.086541,-1.235999,-.568496,-1.585604
R239706099,-1.14306,-1.635284,-.133709,.013457,-1.047888
R240221680,-1.955329,-2.430009,-1.33983,-1.162646,-2.610933
R240567454,-.39814,-1.063302,.041775,-.510839,-1.129063
R241184691,-.607405,-.965891,-.582757,.131649,-1.242981
R242473068,-.690486,-.823148,-.354648,-.25479,-1.902183
R243988650,.190032,-.221952,-.351851,.656777,-1.502354
R244482074,-.363408,-.682928,-.589523,-.640133,-1.773153
R244572955,-1.59716,-3.406712,-1.209652,-1.377829,-2.01985
R244624397,-1.516091,-2.651493,-1.74736,-1.015225,-2.689334
R245978520,-1.108264,-1.608352,-.995053,-1.004625,-2.388139
R246919206,-1.17326,-.74759,-.361873,-.093963,-1.026325
R247697354,-.616194,-1.300332,-.863293,.161428,-1.305141
R247824166,-.745647,-1.291131,-.435671,-1.034421,-1.336521
R247825767,-.538925,-.311198,.386208,.830138,-.358673
R247960116,-.024949,-.020691,.379321,.525229,-.655533
R248049848,-.565834,-1.850406,-2.104797,-1.041389,-2.471367
R248725753,-.950334,-1.696673,.52962,-.680571,-1.165623
R249288602,-.179138,-1.137236,-.352723,-.189305,-.728313
R249487278,-1.140174,-.994939,.135014,.240906,-1.213174
R249675619,-1.373041,-2.089934,-1.557739,-.952035,-2.061329
R249746287,-.792169,-.69019,-.628598,.419527,-1.414856
R250577112,-1.0954,-.808459,.237778,.553724,-1.159838
R251472167,-.618779,-1.126193,-1.056265,-.716204,-2.017088
R251652309,-.583227,-1.94436,.392053,.197995,-1.13981
R252137724,-.518975,-1.58848,-1.220233,-.561912,-1.574126
R252278962,-.869024,-.786177,.084345,.533129,-.42389
R254001118,-1.32422,-1.850406,-1.341539,-1.097676,-2.340372
R254289520,-1.42014,-1.751944,.474423,.457105,-1.070612
R255112458,-.123701,-.807944,-.860666,-.336073,-1.180962
R255190502,-1.123654,-1.22475,.827116,1.783821,-2.059643
R255886206,-1.173719,-2.193075,-.768535,-.837298,-1.869974
R256015504,.118504,-1.027229,.827116,-.571581,-.281926
R256168731,-.978037,-1.547113,-.452688,-.087844,-1.046334
R256239512,-.751685,-1.440455,-.98337,-1.129825,-1.892423
R256936203,-1.123745,-2.861457,-1.004478,-1.26077,-1.458201
R257030366,-.866036,-2.523694,-.823289,-.9584,-1.406511
R257067358,-1.221165,-2.172494,.103253,.144055,-1.528983
R257305133,-.741475,-.942715,-1.102996,-.12397,-.811958
R257393606,-.156316,.259065,.79214,.753848,-.716859
R258001040,-.834651,-2.574862,-1.194103,-.940764,-2.464431
R258587253,-1.435931,-1.092764,-1.400157,-.618697,-1.586758
R258597949,-1.09117,-1.647805,-1.21068,-.854764,-.992721
R259260752,-1.164734,-1.176734,-1.702705,-1.016364,-2.427685
R259274508,-.676396,-1.489567,-.612665,-.758602,-1.734521
R259330335,-.821598,-1.63493,.040945,-.220242,-2.214454
R259508128,-.099683,.621916,.269326,.610293,-.047827
R259827655,-.265522,-1.155236,1.002598,1.883126,-1.142214
R260133627,.5505,.81678,.693131,1.158696,.317909
R260751689,-.875242,-1.413464,-.583892,-.379192,-1.560681
R260822827,-.382085,-.795846,.238856,.052524,-.652553
R261298819,-.806737,-1.175293,-.677791,-.367,-.793822
R261331339,-1.30254,-.96238,-.145258,-.818164,-1.389696
R261496714,-.728344,-1.015224,-.697008,-.639437,-1.637003
R262347409,-1.840945,-2.501388,-.225202,-.214575,-2.118151
R262349350,-1.196185,-1.852451,-.787643,-.818094,-.975406
R262564660,-1.254559,-1.97598,-.204733,-1.397125,-1.293809
R262648695,-1.339234,-1.904611,-1.217462,-.790887,-1.983083
R263222878,-1.483829,-3.19858,-1.866505,-1.378109,-2.606446
R263275890,-.602999,-1.680648,-1.251196,-.988062,-.589396
R263357342,-1.015323,-.684887,-1.585969,-.888422,-1.307102
R264289775,-2.22384,-3.446601,-1.304768,-1.543703,-2.35089
R264593130,-1.164069,-1.504729,-1.341539,-.508791,-1.096234
R265130915,-.963295,-.968392,-.432699,-.167646,-.902234
R265521332,-.798398,-1.069892,-.394882,-.263805,-.90224
R266114205,-.058793,-.533693,.283311,.308257,-.786156
R266686371,-.961307,-1.254808,-1.268116,-.196282,-1.023744
R266905842,-.998849,-1.623353,-.517954,-.442518,-2.090988
R266972771,-.981164,-.904121,-.769163,-.129289,-1.386197
R267032998,-.680047,-1.096791,.107285,1.333551,-1.105891
R267507801,-.297042,-.648105,-.044951,.137085,-.111624
R267969746,-.343753,-.712795,-.891595,-.445474,-.65283
R268211429,-.663374,-1.384003,-.407612,-.504505,-1.442914
R268492283,-1.556407,-3.012643,-1.392261,-.894998,-1.703757
R268516516,-1.526768,-1.449814,-.578095,-.29396,-1.88238
R268629094,-1.001819,-.61631,.347033,-.049256,-1.211405
R268874503,-2.32161,-3.255839,-1.069531,-1.034036,-2.543104
R269120296,-.906472,-1.981318,-1.213764,-1.092261,-1.636727
R269143444,-.771178,-1.511302,-.779693,-.438345,-1.227105
R269520547,-1.490098,-2.222091,-1.825012,-.891093,-1.779728
R269653605,-1.6438,-2.688619,-1.073556,-1.605064,-1.952066
R269956222,-1.028724,-1.218471,-.200222,-.699433,-1.737267
R271300552,-1.491633,-2.670827,-1.263163,-1.46125,-2.579625
R271601415,-1.32502,-1.388831,-1.123465,-.092406,-1.228878
R272294436,-.666541,-1.034859,-.052925,.010874,-1.459211
R272782193,-1.995342,-2.886082,-1.713225,-1.643005,-2.182027
R274061715,-.724803,-1.556957,-.883967,-1.071062,-1.875722
R274078641,.050972,-.366702,-.174577,.690072,-2.022097
R274325619,-1.042116,-1.127151,-.335575,.391804,-1.560681
R276112199,-1.448559,-2.061613,-.93646,-.946087,-2.440405
R277066262,-.94807,-.965465,-1.031973,.486907,-1.67798
R277110607,-1.632821,-1.447459,-1.539124,.378384,-1.12267
R277650863,-1.68662,-2.185028,-.964541,-.636387,-1.730584
R278233804,-1.132002,-.920911,.90692,.633222,-1.495887
R278318239,-.942269,-1.081404,-.404837,-.293125,-1.497806
R278513939,-.761713,-1.277202,.445254,-.518816,-2.126792
R279910151,-1.042116,-.711142,-.420191,.686028,-.116227
R280883647,-.27833,-.976412,.751372,1.325055,-.712092
R281072127,-.661624,-1.742147,-.69191,-.080151,-1.940357
R282501207,-.995845,-1.595869,-.665685,-.700127,-1.869621
R282562330,-1.289959,-1.890449,-1.430638,-1.484905,-2.95492
R283860720,-1.114156,-2.021981,-1.41486,-.176279,-1.576266
R284313645,-.793322,-1.040276,.407693,-.417171,-2.011197
R284379432,-.70218,-.812976,1.907688,1.352588,-.932113
R284410763,-.751949,-1.876589,-.21647,-.573059,-1.756904
R285397953,-1.148877,-2.072974,-1.067684,-.841083,-2.467762
R285589107,-1.079491,-1.185347,-.721927,-.23014,-2.260568
R285752304,-1.157938,-1.764779,-.136264,-.489425,-1.779919
R286139083,-.776024,-.41255,-.332527,-.19907,-1.039106
R286166871,-1.009279,-1.151832,-.612585,-.818297,-.866497
R286590929,-.565834,-.482377,-.583892,-.444705,-1.359745
R286602708,-1.507294,-1.438581,-.902712,-.407725,-2.398304
R286811203,-1.228226,-1.654531,-.268009,-.68836,-1.509701
R287259252,-1.262031,-1.946073,-.734372,.039973,-1.98853
R287805448,-.26923,-.522876,.315193,.880837,-.393473
R288954600,-1.437558,-1.550173,-.262148,-.505092,-1.652758
R288991808,-1.435596,-2.664918,-1.563958,-1.116498,-1.973079
R290154492,-1.719194,-2.469932,-1.947576,-1.40228,-1.874972
R291362420,.08588,.078031,.916365,1.232189,.093243
R291650225,-1.944922,-2.596612,-1.444973,-1.229756,-1.381614
R292041710,-1.601547,-2.612258,-.978106,-.977879,-1.780603
R292157484,-.956934,-1.18588,-.142704,.171205,-1.226068
R292168736,-.745025,-1.445837,-.730017,-.769197,-1.41208
R292484956,-.996229,-2.235778,-.672476,-.432505,-1.524992
R292621641,-.425924,-1.076405,-.032591,.00846,-1.355276
R294053218,-.996949,-.868713,-.650124,.535869,-1.473455
R294083796,-1.30118,-1.756031,-.918728,-1.0511,-1.636666
R294174011,-.664477,-.811885,-.146511,.732117,-1.34295
R294388614,-.307529,-.223195,.421536,.687561,-.926019
R294564764,-.231837,-.757584,.935476,.561845,-.01471
R294676724,-.799287,-.798288,.584773,-.152978,-1.825536
R295165631,-.323269,-.57732,-.28331,.53863,-1.259315
R295317409,-1.477998,-2.731506,-1.435652,-1.643869,-1.607161
R295593599,-.917517,-1.027229,-.067545,-.753404,-1.675839
R296224524,-.956267,-1.458711,-1.08968,-.756522,-1.752563
R296284038,-.396248,-.803654,-.814457,-.243194,-1.179241
R296616091,-.946327,-1.476008,-.068462,-.518872,-1.211078
R297387219,-.670509,-.904653,-.399176,.212585,-1.42171
R297499838,-1.438341,-2.195336,-1.312882,-.857625,-2.113917
R298043207,-.107972,-.696099,.015335,-.076798,-1.241372
R298876898,-.430179,-.468551,.291744,.722161,-1.00257
R299043336,-1.523981,-2.244431,-1.045477,-.870316,-2.890659
R299180336,-.579618,-1.526355,-.421079,.009522,-1.798667
R299771169,-1.102419,-1.716131,-1.004096,-.321453,-1.20127
R299919957,-.938437,-1.225231,.975572,.698709,-1.154384
R299951309,-1.407379,-3.295494,-1.420855,-1.211285,-2.671673
R300789526,-.897326,-1.545462,-.478583,-.687162,-1.696093
R301172395,-.940097,-.840176,-.726839,-.452065,-1.250011
R301562474,-.72761,-.822795,.064905,1.736185,-1.587225
R303970232,-.757999,-1.95188,-.196338,-.444079,-1.392287
R304778617,-1.135881,-2.066882,-1.820553,-1.066602,-2.021609
R305673564,-.695725,-1.731596,-.205647,-.139311,-1.928846
R306055509,.091356,-.059905,.086766,.11702,-1.308415
R306243857,.499514,-.768401,.513747,.062345,-1.080163
R306517191,-1.239868,-.244243,-.136642,-1.032138,-1.735476
R307206739,-1.449432,-2.28833,-1.00552,-.639523,-2.860734
R308272629,-.934245,-1.768162,-.866404,-.691387,-2.010042
R308509069,-1.820646,-1.525051,-.762787,-.14531,-1.919113
R309542384,-1.069123,-.920647,-.615409,-.6393,-2.056172
R309908896,-1.158933,-1.651453,-.870129,-.864707,-1.592817
R310560290,-1.282891,-2.485988,-.686446,-.590964,-1.956243
R312025994,-.830036,-1.268787,.045906,-.290009,-1.473749
R312199163,-2.373838,-4.093945,-1.224333,-1.753201,-2.484783
R312258970,-.762166,-.352266,1.010976,.935421,-.69078
R312345391,-1.416848,-1.862695,-.64673,-.308683,-1.657743
R312444746,-.988447,-1.365875,-.852299,-.03635,-1.520941
R313043826,.118504,-.924792,.027568,.686028,-1.126077
R313079414,-.666469,-.961653,-.166045,-.442839,-1.814023
R313087128,-1.70687,-3.57137,-2.332103,-1.482854,-2.26886
R314352074,-.424048,-1.127151,.567377,.052616,-.849333
R314414671,-1.24896,-1.375781,-.255363,-.103396,-1.440952
R314642913,-.702556,-.31374,-.244237,.43995,-1.210556
R315378331,-.262775,-1.060689,-1.047737,.018785,-1.955526
R315458792,-.974882,-.907663,-.888979,-.997774,-1.428606
R315616444,-1.964257,-3.778399,-1.559155,-1.791533,-2.037601
R315984272,-1.219926,-2.466119,-1.531658,-.569834,-2.637239
R316725981,-1.482066,-1.995806,-1.169495,-.771759,-2.084295
R316914018,-1.010954,-1.215268,-.014844,-.115423,-.874758
R317218108,-.267699,-.986188,-.629864,-.008774,-.807962
R317599198,-1.452569,-1.62037,-.449103,-.673587,-1.909145
R317803637,-.43294,-.144269,-.201487,.390954,-1.198584
R317889003,-.636322,-1.298407,-.079215,.038818,-1.749934
R317918823,-.760729,-1.305595,.044991,.168197,-1.104294
R318358400,-1.214772,-1.552876,-.617672,-.74847,-1.117102
R319441284,.244071,.163479,1.460402,1.046856,-.723465
R319862743,-.491209,-1.392933,-.729005,-.30562,-1.789369
R320521886,-.047488,-1.47011,.955386,.860472,-1.214372
R321233444,-.539813,-.610055,.061232,.210403,-1.153669
R322080550,-.898795,-1.216666,-.334119,.300685,-.586465
R322172651,-.576504,-.256918,-.881176,-.136281,-1.103621
R322266677,-2.136057,-2.501606,-1.90383,-1.393178,-2.111319
R322631410,-.446057,-.996301,.467609,.477155,-1.19332
R323465752,-1.3881,-1.527911,-1.029646,-.715666,-1.628837
R323490936,.406268,-.605943,1.1048,.737369,-.867296
R323961747,-.693592,-1.255436,-.368573,.568563,-1.376631
R324242384,-.598707,-1.328466,-.695684,-.520592,-1.155815
R324599951,-.794257,-.570723,.116593,.23059,-.232577
R325725552,-.770911,-1.250345,-.937046,-.66938,-2.450914
R326898163,-.761907,-1.725922,-1.02903,-.952732,-1.984192
R327073426,-.974684,-.93516,-.698822,-.484433,-1.52283
R327310415,-.656955,-.598991,-1.045477,-.379192,-1.359745
R328502946,-1.735462,-2.939605,-.835155,-1.052794,-2.67177
R328721150,-.787499,-.714115,-1.090673,-.475968,-1.742534
R329168891,-.733894,-1.550013,-.348843,-.619569,-1.569721
R329267780,-1.33868,-2.522876,-1.629702,-.606882,-2.34164
R329766075,-.407049,-.088832,.34602,.868004,-1.667991
R330234887,-1.145452,-.940306,-.43043,.425106,-1.803756
R330272080,-.962038,-1.707472,-.770644,-.741075,-1.457655
R330414985,-.585805,-.186973,.388178,.79967,-1.332944
R330641816,-1.01312,-2.098728,-1.700626,-.528501,-2.044582
R330662381,-1.042116,-1.932289,-1.119884,-.172613,-1.589403
R330841593,-1.721539,-1.93183,-1.059588,-.867448,-1.547054
R330874423,-2.237464,-3.244152,-1.229747,-1.2994,-2.359095
R331093393,-.745876,-1.278484,-.860632,-.03548,-1.418791
R331814955,-1.026707,-1.596873,-.129009,-.350765,-.989522
R331831195,-.822144,-1.681685,-1.061931,-.654593,-1.16975
R332543401,-1.231214,-1.913047,-.761704,-.242118,-1.468141
R332645138,-1.361782,-2.466009,-1.456205,-.028862,-2.171852
R332764597,-.602986,.394426,-.16136,.035133,-.081626
R334834158,-.925945,-.757678,-.823853,-.32373,-1.031877
R335611508,-.393748,-1.08405,-.884762,-.224067,-1.290644
R337160844,-1.630616,-1.073768,-.605546,-.669831,-2.560493
R337638829,-1.060854,-.991897,-1.251716,-.520672,-1.89921
R337810025,-.701632,-1.22475,-.502886,-.172613,-1.50331
R337947302,-1.02799,-1.096005,-1.228318,-.11368,-1.236371
R338250931,-.492719,-.721036,.530612,.866636,-.554113
R338801102,-1.348152,-1.32239,-.851436,-.4127,-.752491
R339543307,-.782732,-1.14732,-.25399,.437696,-1.292274
R339813584,-1.075673,-1.340033,-.657454,-.530933,-1.929174
R339828591,-1.917641,-2.29202,-1.96215,-.584416,-2.298902
R340522458,-.888113,-.982034,-.824572,-.617902,-1.834748
R340526426,-1.10277,-2.044509,-.430675,-.754526,-1.909429
R341289577,-.487227,-1.522099,-.477565,.89576,-1.008031
R341291254,-1.90973,-2.183397,-.788338,-.68894,-2.53667
R341616967,-.23785,-.418656,.062359,1.379902,-1.535125
R341889609,-1.386246,-2.509252,-1.874868,-.936457,-1.890214
R342511024,-.363345,-.813224,.173119,.792319,-.520504
R342535051,-2.380041,-2.533482,-1.216262,-1.247789,-1.924532
R343623308,-.432699,.06033,.679998,.91875,-.759243
R344282998,-1.750031,-3.009375,-1.635621,-1.040771,-2.656441
R344316957,-1.182027,-1.684069,-.395808,-.382866,-1.536857
R345498814,.005013,-.497567,-.03956,.301638,-.883645
R345645471,-1.159473,-1.798896,-.012767,-.254181,-1.393328
R346513290,-.670684,-1.158275,-.022672,-.446592,-1.246615
R347353102,-.537548,-.266872,-.210104,-.302554,-1.667356
R347535170,-.974391,-1.46051,-1.023997,-.954242,-1.235943
R347545233,-1.504475,-2.717636,-1.439249,-1.054922,-2.342043
R348410700,-.091226,-.882308,-.121348,.531037,-.712551
R348497423,-1.393044,-2.384791,-1.37167,-.032652,-1.90223
R349033744,-.786324,-1.29919,-1.294354,-.805413,-2.367356
R349187533,-1.05995,-1.182851,-.464871,-.647861,-1.4712
R349615127,-.108558,-.882077,1.718895,1.186544,-.878384
R351128510,-1.074255,-1.71539,-.621209,-.794213,-1.938841
R351519531,-1.008186,-.971373,-.145628,.406097,-1.464229
R351881856,-.844572,-.968633,-.420298,-.052421,-1.915819
R351988146,-.375215,-.616671,1.357202,.777395,.007473
R352584296,-.989004,-2.040745,-.770357,-.82255,-2.320985
R353462107,-.916788,-1.459122,.969554,-.042244,-1.35235
R354073108,-.656955,-.924792,1.294315,.908373,-.473328
R354182103,-.538493,-.069015,1.210196,1.02872,-.372633
R355474537,-.931591,-1.304599,.017712,.163784,-1.394222
R356129506,-1.362162,-2.060084,.947112,.508603,-1.088441
R356541241,-1.145003,-2.030781,-1.155662,-.225031,-1.700505
R356809591,-.83847,-.456054,-.352673,.224555,-.998886
R358241082,-1.608575,-1.541044,-1.18764,-1.105178,-1.469501
R358396264,-.699104,-.965537,.104686,-.402434,-.907081
R358702934,-1.382168,-1.607437,-1.366557,-1.416686,-2.101089
R359684779,-.733071,-1.476429,-.662793,-.838701,-1.107795
R360537126,-.94594,-1.395386,.075942,.163209,-1.876088
R361356228,-1.369408,-1.993497,-1.096819,-1.088248,-1.844822
R361534068,-.4129,-1.06562,-.65408,-.416644,-1.349522
R362168266,-1.141163,-.868342,-.943487,-.647825,-1.885149
R362220709,-.251473,-1.474152,-.672235,-.237594,-1.335205
R362326407,-1.16287,-1.310416,-.223884,-.177596,-.958032
R362463632,-.017586,-.421301,.058974,.636314,-.490906
R362953818,-1.123281,-1.272781,-.8071,-.476195,-1.681083
R363461516,-1.129174,-1.296822,-1.317754,-1.310118,-1.881724
R365021181,-.668875,-.376804,.046942,.693852,-1.095618
R365081912,-.545664,-1.074127,-.194421,.45579,-1.277454
R365312190,-.947646,-1.22802,.106362,-.323679,-1.235606
R365526690,-.62412,-1.103432,.122903,.366369,-1.252665
R365556964,-1.637551,-2.444217,-1.36803,-1.402864,-2.605849
R366082601,-1.779839,-2.576574,-1.534824,-1.022431,-1.693637
R366514590,-1.874262,-2.557402,-1.094788,-.783424,-1.789928
R367121672,-1.561248,-2.576972,-1.088755,-.550502,-2.012568
R368024551,-1.704035,-1.61296,-1.061661,-.307352,-1.332837
R368681391,-2.484805,-3.754117,-2.146444,-1.486761,-2.853668
R368713882,-.472061,-1.76678,-1.119884,-.870316,-1.301981
R369285285,-.850394,-1.547819,-.802802,.004225,-2.965635
R370061719,-1.84721,-2.425322,-.808558,-.889168,-2.295703
R370159010,-.407075,-.835592,.541882,1.366629,-.870706
R370499444,-1.456729,-1.369596,-.321846,-.025451,-.268907
R371077869,-1.319405,-1.935107,-.475947,-.695734,-1.461953
R371445835,-.386163,-1.270329,-.371355,.199465,-1.248894
R371642892,-.024804,-.318259,-.016748,-.140971,-1.467827
R371800991,-1.754539,-3.237551,-.785381,-1.523251,-2.726475
R372562748,-.802796,-1.241686,-3.205352,.329612,-1.277799
R373835815,-1.437664,-1.505741,-.640348,-1.104944,-1.349628
R374196614,-2.189996,-3.790538,-1.95763,-1.697984,-2.764532
R374223373,-.696094,-1.378415,.559318,.293527,-1.070944
R374233964,-1.507371,-2.112775,-.593175,-.448017,-2.471635
R374273131,-2.252501,-3.524555,-1.638233,-1.549415,-1.675839
R374286313,-1.593526,-3.045494,-2.033858,-1.525995,-2.353223
R374712819,-.408878,-.796949,.033862,.281197,-1.304141
R375784033,-1.433829,-1.502322,.225337,.199409,-1.128081
R375872118,-1.687306,-2.538938,-1.489277,-.92781,-2.817385
R375914805,-.828484,-1.105877,.728193,.744193,-.856916
R376287012,-.259548,-.696075,.175145,.119425,-.647511
R377553161,-.659162,-1.397824,-.817329,.226857,-1.748088
R377796273,-1.078766,-1.232788,.258648,-.285078,-1.079971
R377825963,-1.375856,-1.559951,-.7253,-.209539,-1.171969
R377926179,-.691367,-1.701927,-.568736,.064053,-1.555155
R378479617,-.939223,-1.928336,-.49572,-.70108,-1.876264
R378648072,-.768988,-.826121,-.183783,-.629202,-.850256
R378996511,-.812129,-1.155567,-.499699,-.856493,-1.348374
R379009142,-.656955,-.482377,-.502886,.302061,-1.301981
R380096412,-2.787318,-5.528207,-2.984186,-2.135767,-3.587317
R380595788,-1.020768,-.89149,.003444,.680167,-1.507831
R381268237,-.744378,-1.095306,-.128751,.627568,-1.163231
R381982664,-1.313867,-2.053559,-.676438,-.750994,-.922955
R382064134,-.824315,-.734959,-.70591,-.105242,-1.548506
R382380989,-.669979,-1.947837,-.326171,-.103999,-1.380839
R382389620,-1.564339,-1.932289,-.871658,-.923247,-1.359745
R383850073,-.84275,-1.056787,-.249462,-.664899,-1.085865
R384964945,-.945693,-1.246683,.337319,-.503574,-2.002377
R386165850,-1.054474,-1.816443,-.474506,.037873,-1.481893
R386256782,-1.813367,-2.541947,-1.350565,-1.191475,-2.687276
R386360195,-1.864777,-2.988029,-1.066536,-.756349,-2.210117
R387266624,-.063817,-.774122,-.942473,-.678019,-2.024943
R388022663,-.582618,-.893966,-.26718,.264914,-1.171721
R388277914,-.14645,-.493143,.144416,1.237983,-.603718
R389018536,-.938412,-1.324339,-.31845,.274166,-1.285643
R389790088,-.325442,-.924792,.567377,.485411,-1.330901
R391185280,-1.112493,-1.95761,-.943861,-.896928,-2.02153
R391866286,.401625,-.350865,-.096576,.509837,-1.483389
R392450437,-1.036765,-1.736491,-.949043,-.556693,-1.828882
R392546922,-.983469,-2.09293,-1.482799,-.692057,-1.40531
R392869381,-.847479,-1.71247,-.414477,-.730242,-1.797843
R392969735,-1.714977,-2.933687,-1.852434,-1.338825,-3.015109
R393117441,-1.244372,-1.127151,-.159545,.215816,-1.185256
R393127927,-1.373081,-2.083607,-.68279,-1.302448,-1.958766
R393177700,-.946581,-1.596358,-1.303839,-.969139,-2.254681
R393215791,-.159994,.263983,.522612,.351843,-.64577
R394459108,-.274961,-1.143221,.519206,.961616,-1.20257
R394819815,-2.043984,-3.439184,-1.415324,-1.041389,-2.927977
R395408969,-1.040865,-1.551278,-.579989,-.308388,-1.33317
R395417514,-.833365,-1.159221,-.825759,-.837534,-1.123929
R396069691,-1.202236,-1.827412,-.592372,.168154,-1.860236
R397630226,-.799747,-.315872,.018246,.681911,-1.048321
R398660744,-.530964,-1.694744,-.746447,-.49051,-1.470172
R399767769,-1.402281,-2.560349,-1.363589,-1.140745,-2.976532
R399823750,.705461,.424598,.832681,1.062351,-.538367
R400949590,-1.027278,-1.794042,-.713349,.05258,-1.736348
R401034988,-1.469994,-2.043845,-.316779,-.04647,-1.518994
R401327047,-1.249971,-1.753177,-.917945,-.636887,-1.892356
R401393001,-.87948,-.394155,-.246747,.27694,-.418404
R401526045,-2.052585,-3.315516,-1.22712,-1.443538,-2.176507
R402183345,-.311399,-.765925,-.22922,.474415,-.75602
R402597003,-.554572,-.951212,.643774,-.050791,-1.941797
R403072562,-1.18901,-1.1705,-.758244,-.453707,-1.674785
R403113430,-1.567202,-2.586036,-1.331527,-1.490766,-2.124102
R403452770,-.821012,-1.73283,-1.007165,-.787846,-1.066742
R403644908,-1.284334,-2.030794,-1.119884,-1.434728,-2.090061
R404443870,-1.144473,-2.146974,-.765201,-.444632,-2.280605
R405838542,-.847134,-1.095436,.137163,.917549,-1.902391
R406756962,-1.365629,-1.861467,-1.181441,-1.012014,-1.817992
